review_id	perfume_id	content	tags
R_36458	P_12945	This fragrance opens with a warm and fruity scent that evolves into a creamy warmth, creating a luxurious and inviting experience. It is suitable for all year round, but particularly shines on hot summer days with just a light spray. The longevity is impressive, lasting 8 to 10 hours on skin and up to 2 weeks on clothing, making it a worthwhile addition to any collection.	All Year Round, Summer, Luxury, Casual, Daytime
R_36462	P_12948	Y EDP Intense is an amplified version of the original EDT, presenting a greener and more mature scent profile. It offers a clean and familiar aroma, with prominent notes of bergamot, juniper, and cedar, while patchouli gradually fades in, adding to the fragrance's completeness. The overall experience is intense and well-rounded, making it suitable for various occasions.	Evening, Casual, Masculine, Year-round, Sophisticated
R_36469	P_12948	The scent is vibrant and deliciously citrusy, highlighted by a beautiful aroma of bergamot. In the background, there are subtle hints of juniper berries and ginger, adding depth to the fragrance. Overall, it presents a refreshing and uplifting experience.	Casual, Fresh, Unisex, Spring, Daytime
R_36467	P_12948	This fragrance presents a unique and mature scent profile, characterized by a woody freshness that sets it apart from traditional Y perfumes. It evokes a sophisticated and masculine vibe, making it ideal for those over 30. The scent is perfect for formal occasions, particularly when wearing a suit, and offers a distinctive allure that appeals to a more mature audience.	Formal, Sophisticated, Masculine, Mature, Suit
R_36475	P_12949	The fragrance is described as a spicier and more wearable version of Y by YSL and Invictus, with a smoky and leathery touch. It stands out for being less synthetic than its counterparts, making it suitable for everyday wear. While it may not be innovative or fresh like previous scents in the Elysium line, it is still appreciated for its overall appeal and versatility.	Anytime, Casual, Unisex, Versatile, Daily Wear
R_36478	P_12951	The review evokes a nostalgic and vibrant atmosphere associated with nighttime adventures. It captures the essence of youthful exploration, filled with flirtation and camaraderie among friends. The imagery of moonlit reflections on water, the scent of grass and currants, and the carefree enjoyment of nature creates a sense of freedom and joy. This fragrance embodies the spirit of late-night escapades and the beauty of shared moments under the stars.	Night, Friendship, Romantic, Outdoor, Summer
R_36480	P_12952	This version of Libre is soft, smooth, and clean, presenting a staunchly unisex profile. The aldehydes in the opening add an interesting, fatty, soapy freshness that complements the signature jasmine and orange blossom. The addition of ambergris enhances the floral notes, creating a smooth and lightly sweet scent that is both pleasant and addictive. Overall, it offers a more subtle presence compared to the original Libre while maintaining its charm.	Unisex, Casual, Spring, Daytime, Floral
R_36479	P_12951	This Kilian scent evokes a vibrant summer evening, filled with the warmth of a gentle breeze and the freshness of a recently watered lawn. It captures the essence of a romantic night, where the air is alive with the sounds of music and laughter, and the promise of flirtation lingers. The fragrance is described as fruity and sparkling, reminiscent of a refreshing Kir Royal, and it creates a dreamy atmosphere that invites daydreaming and a sense of quiet eroticism. Overall, it embodies the playful spirit of summer nights.	Evening, Romantic, Summer, Flirtation, Outdoor
R_36485	P_12952	This fragrance has a unique character that stands out from typical spicy and sweet scents, offering a refreshing variety. It radiates well without being overpowering and has impressive longevity. Its signature potential makes it an appealing choice for those looking for something different.	Everyday, Signature, Long-lasting, Versatile, Unique
R_36484	P_12952	This fragrance starts with a scent reminiscent of YSL Myslf Le Parfum, evolving into a blend that includes elements similar to plum and heliotrope, akin to Narciso Rodriguez Musc Noir. It is described as perfectly unisex, appealing to all genders. The reviewer expresses a strong admiration for the scent, indicating a desire to purchase it in the future.	Unisex, Casual, Everyday, Spring, Evening
R_36486	P_12952	This fragrance is described as absolutely lovely, with a slightly fresh character that develops softly. It features a pleasantly fine, creamy sweetness, making it suitable for various occasions. The reviewer finds it unintrusive and considers it among their top choices.	Unisex, Casual, Everyday, Fresh, Versatile
R_36487	P_12952	The scent is described as endearing, striking a balance between aloofness and warmth. It evokes a sense of comfort and coziness, reminiscent of a soft embrace. The fragrance is characterized by a moderate sweetness and calming lavender, creating a soothing atmosphere.	Comfort, Cozy, Genderless, Timeless, Casual
R_36476	P_12949	The Noir fragrance offers a unique scent experience, starting with a sparkling fresh and slightly fruity opening that transitions into a soft, spicy, and warm clean scent for men. It features a minimal green touch from cypress and a light leather note reminiscent of soft suede, with a subtle rose-ambroxan accord in the background. The fragrance is understated and quiet, yet has a strong sillage that lingers in waves, making it suitable for daytime wear. Overall, it embodies quality and longevity, reminiscent of other niche fragrances.	Daytime, Understated, Masculine, Niche, Fresh
R_36490	P_12953	Madison Pour Homme embodies elegance, class, and masculinity, offering a unique scent profile that stands out with its complexity and depth. The fragrance features a smoother, more powdery essence compared to similar scents, with a notable presence of vanilla. While it shares some similarities with A Midsummer Dream and Terre d'Hermès, Madison Pour Homme has its own distinct personality that appeals to those seeking a refined and sophisticated aroma.	Formal, Sophisticated, Masculine, Evening, Unique
R_36494	P_12955	Love Don’t Be Shy Eau Fraîche offers a refreshing experience reminiscent of fresh dew on the skin, enhanced by neroli and petitgrain, followed by a gentle embrace of orange blossom. The heart reveals a light floral blend with peony and jasmine, complemented by a subtle sweetness that feels bright and airy. Although the scent doesn't last all day, it leaves behind a lingering sense of intimate happiness, making it feel personally curated.	Casual, Intimate, Spring, Daytime, Personal
R_36496	P_12956	Parisienne is a soft and refreshing rose fragrance, perfect for warmer months. The addition of red berries and blackberry adds a fruity touch, creating a subtle tart finish that complements the dominant rose note. This modern scent is chic and stylish, offering a casual yet classy vibe. Its light sillage and watery quality make it an inoffensive choice for everyday wear.	Casual, Classy, Summer, Chic, Refreshing
